"AccSpeciesName","AccSpeciesID","Genus","SpeciesEpithet","Family","PlantGrowthForm","LeafType","LeafPhenology","PhotosyntheticPathway","param_count_before","param_count_after","PFT","spec.name","scientificName","taxonomicStatus","New.accepted","scientificNameAuthorship","genus","family","taxonID"
"Albizia zygia",2278,"Albizia","zygia","Fabaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Albizia zygia","Albizia zygia","Accepted",FALSE,"(DC.) J.F.Macbr.","Albizia","Fabaceae","wfo-0000173024"
"Amblygonocarpus andongensis",3150,"Amblygonocarpus","andongensis","Fabaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Amblygonocarpus andongensis","Amblygonocarpus andongensis","Accepted",FALSE,"(Welw. ex Oliv.) Exell & Torre","Amblygonocarpus","Fabaceae","wfo-0000183953"
"Amphimas ferrugineus",3296,"Amphimas","ferrugineus","Fabaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Amphimas ferrugineus","Amphimas ferrugineus","Accepted",FALSE,"Pierre ex Pellegr.","Amphimas","Fabaceae","wfo-0000211893"
"Amphimas pterocarpoides",3297,"Amphimas","pterocarpoides","Fabaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Amphimas pterocarpoides","Amphimas pterocarpoides","Accepted",FALSE,"Harms","Amphimas","Fabaceae","wfo-0000211895"
"Antidesma venosum",4105,"Antidesma","venosum","Euphorbiaceae","shrub/tree","broadleaved","deciduous",NA,3,3,"BDT","Antidesma venosum","Antidesma venosum","Accepted",FALSE,"E.Mey. ex Tul.","Antidesma","Phyllanthaceae","wfo-0000239603"
"Baikiaea plurijuga",6619,"Baikiaea","plurijuga","Fabaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Baikiaea plurijuga","Baikiaea plurijuga","Accepted",FALSE,"Harms","Baikiaea","Fabaceae","wfo-0000212823"
"Baillonella toxisperma",6624,"Baillonella","toxisperma","Sapotaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Baillonella toxisperma","Baillonella toxisperma","Accepted",FALSE,"Pierre","Baillonella","Sapotaceae","wfo-0000311990"
"Balanites maughamii",6640,"Balanites","maughamii","Balanitaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Balanites maughamii","Balanites maughamii","Accepted",FALSE,"Sprague","Balanites","Zygophyllaceae","wfo-0000313543"
"Balanites pedicellaris",6643,"Balanites","pedicellaris","Balanitaceae","shrub/tree","broadleaved","deciduous",NA,2,3,"BDT","Balanites pedicellaris","Balanites pedicellaris","Accepted",FALSE,"Mildbr. & Schltr.","Balanites","Zygophyllaceae","wfo-0000313589"
"Bauhinia thonningii",7029,"Bauhinia","thonningii","Fabaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Bauhinia thonningii","Piliostigma thonningii","Accepted",TRUE,"(Schumach.) Milne-Redh.","Piliostigma","Fabaceae","wfo-0000170413"
"Bauhinia tomentosa",7030,"Bauhinia","tomentosa","Fabaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Bauhinia tomentosa","Bauhinia tomentosa","Accepted",FALSE,"L.","Bauhinia","Fabaceae","wfo-0000213258"
"Berchemia discolor",7232,"Berchemia","discolor","Rhamnaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Berchemia discolor","Berchemia discolor","Accepted",FALSE,"Hemsl.","Berchemia","Rhamnaceae","wfo-0000564133"
"Berlinia bracteosa",7266,"Berlinia","bracteosa","Fabaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Berlinia bracteosa","Berlinia bracteosa","Accepted",FALSE,"Benth.","Berlinia","Fabaceae","wfo-0000213352"
"Berlinia grandiflora",7268,"Berlinia","grandiflora","Fabaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Berlinia grandiflora","Berlinia grandiflora","Accepted",FALSE,"(Vahl) Hutch. & Dalziel","Berlinia","Fabaceae","wfo-0000213493"
"Bernoullia flammea",7277,"Bernoullia","flammea","Bombacaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Bernoullia flammea","Bernoullia flammea","Accepted",FALSE,"Oliv.","Bernoullia","Malvaceae","wfo-0000564408"
"Bobgunnia madagascariensis",7600,"Bobgunnia","madagascariensis","Fabaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Bobgunnia madagascariensis","Bobgunnia madagascariensis","Accepted",FALSE,"(Desv.) J.H.Kirkbr. & Wiersema","Bobgunnia","Fabaceae","wfo-0000192568"
"Bombax costatum",7681,"Bombax","costatum","Bombacaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Bombax costatum","Bombax costatum","Accepted",FALSE,"Pellegr. & Vuillet","Bombax","Malvaceae","wfo-0000568380"
"Bombax rhodognaphalon",7690,"Bombax","rhodognaphalon","Bombacaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Bombax rhodognaphalon","Rhodognaphalon mossambicense","Accepted",TRUE,"(A.Robyns) A.Robyns","Rhodognaphalon","Malvaceae","wfo-0000402220"
"Boscia albitrunca",7779,"Boscia","albitrunca","Capparaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Boscia albitrunca","Boscia albitrunca","Accepted",FALSE,"(Burch.) Gilg & Gilg-Ben.","Boscia","Capparaceae","wfo-0001290460"
"Boswellia dalzielii",66087,"Boswellia","dalzielii","Burseraceae","tree","broadleaved","deciduous",NA,1,3,"BDT","Boswellia dalzielii","Boswellia dalzielii","Accepted",FALSE,"Hutch.","Boswellia","Burseraceae","wfo-0000569696"
"Boswellia neglecta",7818,"Boswellia","neglecta","Burseraceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Boswellia neglecta","Boswellia neglecta","Accepted",FALSE,"S.Moore","Boswellia","Burseraceae","wfo-0000569712"
"Brachylaena ramiflora",8131,"Brachylaena","ramiflora","Asteraceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Brachylaena ramiflora","Brachylaena ramiflora","Accepted",FALSE,"Humbert","Brachylaena","Asteraceae","wfo-0000060728"
"Brachystegia bakeriana",8185,"Brachystegia","bakeriana","Fabaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Brachystegia bakeriana","Brachystegia bakeriana","Accepted",FALSE,"Hutch. & Burtt Davy","Brachystegia","Fabaceae","wfo-0001057423"
"Brachystegia boehmii",8186,"Brachystegia","boehmii","Fabaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Brachystegia boehmii","Brachystegia boehmii","Accepted",FALSE,"Taub.","Brachystegia","Fabaceae","wfo-0000213702"
"Brachystegia longifolia",8193,"Brachystegia","longifolia","Fabaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Brachystegia longifolia","Brachystegia longifolia","Accepted",FALSE,"Benth.","Brachystegia","Fabaceae","wfo-0000213828"
"Brachystegia microphylla",8194,"Brachystegia","microphylla","Fabaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Brachystegia microphylla","Brachystegia tamarindoides subsp. microphylla","Accepted",TRUE,"(Harms) Chikuni","Brachystegia","Fabaceae","wfo-0001361044"
"Brachystegia spiciformis",8198,"Brachystegia","spiciformis","Fabaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Brachystegia spiciformis","Brachystegia spiciformis","Accepted",FALSE,"Benth.","Brachystegia","Fabaceae","wfo-0000213969"
"Brachystegia utilis",8199,"Brachystegia","utilis","Fabaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Brachystegia utilis","Brachystegia utilis","Accepted",FALSE,"Hutch. & Burtt Davy","Brachystegia","Fabaceae","wfo-0001057428"
"Brachystegia wangermeeana",8200,"Brachystegia","wangermeeana","Fabaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Brachystegia wangermeeana","Brachystegia tamarindoides subsp. tamarindoides","Accepted",TRUE,"","Brachystegia","Fabaceae","wfo-0001445035"
"Bridelia ferruginea",8325,"Bridelia","ferruginea","Euphorbiaceae","shrub/tree","broadleaved","deciduous",NA,3,3,"BDT","Bridelia ferruginea","Bridelia ferruginea","Accepted",FALSE,"Benth.","Bridelia","Phyllanthaceae","wfo-0000418247"
"Bridelia scleroneura",8338,"Bridelia","scleroneura","Euphorbiaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Bridelia scleroneura","Bridelia scleroneura","Accepted",FALSE,"Müll.Arg.","Bridelia","Phyllanthaceae","wfo-0000426024"
"Buchnerodendron speciosum",8747,"Buchnerodendron","speciosum","Flacourtiaceae","tree","broadleaved","deciduous",NA,3,3,"BDT","Buchnerodendron speciosum","Buchnerodendron speciosum","Accepted",FALSE,"Gürke","Buchnerodendron","Achariaceae","wfo-0000922862"
"Burkea africana",8914,"Burkea","africana","Fabaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Burkea africana","Burkea africana","Accepted",FALSE,"Hook.","Burkea","Fabaceae","wfo-0000214110"
"Capparis fascicularis",10186,"Capparis","fascicularis","Capparaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Capparis fascicularis","Capparis fascicularis","Accepted",FALSE,"DC.","Capparis","Capparaceae","wfo-0000584695"
"Carpodiptera africana",10795,"Carpodiptera","africana","Tiliaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Carpodiptera africana","Carpodiptera africana","Accepted",FALSE,"Mast.","Carpodiptera","Malvaceae","wfo-0000588320"
"Cassia abbreviata",10933,"Cassia","abbreviata","Fabaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Cassia abbreviata","Cassia abbreviata","Accepted",FALSE,"Oliv.","Cassia","Fabaceae","wfo-0000214576"
"Cassia sieberiana",10992,"Cassia","sieberiana","Fabaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Cassia sieberiana","Cassia sieberiana","Accepted",FALSE,"DC.","Cassia","Fabaceae","wfo-0000164753"
"Cecropia concolor",11333,"Cecropia","concolor","Cecropiaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Cecropia concolor","Cecropia concolor","Accepted",FALSE,"Willd.","Cecropia","Urticaceae","wfo-0000592194"
"Cedrela odorata",11365,"Cedrela","odorata","Meliaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Cedrela odorata","Cedrela odorata","Accepted",FALSE,"L.","Cedrela","Meliaceae","wfo-0000592446"
"Ceiba pentandra",11395,"Ceiba","pentandra","Bombacaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Ceiba pentandra","Ceiba pentandra","Accepted",FALSE,"(L.) Gaertn.","Ceiba","Malvaceae","wfo-0000592594"
"Celtis adolfi-friderici",11468,"Celtis","adolfi-friderici","Ulmaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Celtis adolfi-friderici","Celtis adolfi-friderici","Accepted",FALSE,"Engl.","Celtis","Cannabaceae","wfo-0000593389"
"Celtis africana",11469,"Celtis","africana","Ulmaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Celtis africana","Celtis africana","Accepted",FALSE,"Burm.f.","Celtis","Cannabaceae","wfo-0000593393"
"Celtis durandii",11480,"Celtis","durandii","Ulmaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Celtis durandii","Celtis gomphophylla","Accepted",TRUE,"Baker","Celtis","Cannabaceae","wfo-0000593541"
"Celtis mildbraedii",11495,"Celtis","mildbraedii","Ulmaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Celtis mildbraedii","Celtis mildbraedii","Accepted",FALSE,"Engl.","Celtis","Cannabaceae","wfo-0000593631"
"Celtis philippensis",11501,"Celtis","philippensis","Ulmaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Celtis philippensis","Celtis philippensis","Accepted",FALSE,"Blanco","Celtis","Cannabaceae","wfo-0000593688"
"Celtis tessmannii",11513,"Celtis","tessmannii","Ulmaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Celtis tessmannii","Celtis tessmannii","Accepted",FALSE,"Rendle","Celtis","Cannabaceae","wfo-0000593782"
"Celtis zenkeri",11520,"Celtis","zenkeri","Ulmaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Celtis zenkeri","Celtis zenkeri","Accepted",FALSE,"Engl.","Celtis","Cannabaceae","wfo-0000593820"
"Chaetachme aristata",11940,"Chaetachme","aristata","Ulmaceae","shrub/tree","broadleaved","deciduous","C3",3,4,"BDT","Chaetachme aristata","Chaetachme aristata","Accepted",FALSE,"Planch.","Chaetachme","Cannabaceae","wfo-0000599138"
"Chasmanthera dependens",12098,"Chasmanthera","dependens","Menispermaceae","tree","broadleaved","deciduous","C3",1,4,"BDT","Chasmanthera dependens","Chasmanthera dependens","Accepted",FALSE,"Hochst.","Chasmanthera","Menispermaceae","wfo-0000599893"
"Cleistochlamys kirkii",13341,"Cleistochlamys","kirkii","Annonaceae","shrub/tree","broadleaved","deciduous",NA,2,3,"BDT","Cleistochlamys kirkii","Cleistochlamys kirkii","Accepted",FALSE,"(Benth.) Oliv.","Cleistochlamys","Annonaceae","wfo-0000609392"
"Cochlospermum tinctorium",13733,"Cochlospermum","tinctorium","Cochlospermaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Cochlospermum tinctorium","Cochlospermum tinctorium","Accepted",FALSE,"Perrier ex A.Rich.","Cochlospermum","Bixaceae","wfo-0000902604"
"Cola griseiflora",13859,"Cola","griseiflora","Sterculiaceae","tree","broadleaved","deciduous",NA,2,3,"BDT","Cola griseiflora","Cola griseiflora","Accepted",FALSE,"De Wild.","Cola","Malvaceae","wfo-0000614433"
"Colophospermum mopane",13934,"Colophospermum","mopane","Fabaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Colophospermum mopane","Colophospermum mopane","Accepted",FALSE,"(J.Kirk ex Benth.) J.Léonard","Colophospermum","Fabaceae","wfo-0001057638"
"Combretum apiculatum",14006,"Combretum","apiculatum","Combretaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Combretum apiculatum","Combretum apiculatum","Accepted",FALSE,"Sond.","Combretum","Combretaceae","wfo-0000616083"
"Combretum elaeagnoides",14019,"Combretum","elaeagnoides","Combretaceae","shrub/tree","broadleaved","deciduous",NA,2,3,"BDT","Combretum elaeagnoides","Combretum elaeagnoides","Accepted",FALSE,"Klotzsch","Combretum","Combretaceae","wfo-0000616256"
"Combretum erythrophyllum",14021,"Combretum","erythrophyllum","Combretaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Combretum erythrophyllum","Combretum erythrophyllum","Accepted",FALSE,"(Burch.) Sond.","Combretum","Combretaceae","wfo-0000616274"
"Combretum fruticosum",14024,"Combretum","fruticosum","Combretaceae","shrub/tree","broadleaved","deciduous","C3",3,4,"BDT","Combretum fruticosum","Combretum fruticosum","Accepted",FALSE,"(Loefl.) Stuntz","Combretum","Combretaceae","wfo-0000616307"
"Combretum glutinosum",14027,"Combretum","glutinosum","Combretaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Combretum glutinosum","Combretum glutinosum","Accepted",FALSE,"Perr. ex DC.","Combretum","Combretaceae","wfo-0000616334"
"Combretum hereroense",14030,"Combretum","hereroense","Combretaceae","shrub/tree","broadleaved","deciduous",NA,3,3,"BDT","Combretum hereroense","Combretum hereroense","Accepted",FALSE,"Schinz","Combretum","Combretaceae","wfo-0000616365"
"Combretum imberbe",14034,"Combretum","imberbe","Combretaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Combretum imberbe","Combretum imberbe","Accepted",FALSE,"Wawra","Combretum","Combretaceae","wfo-0000616388"
"Combretum molle",14044,"Combretum","molle","Combretaceae","shrub/tree","broadleaved","deciduous","C3",4,4,"BDT","Combretum molle","Combretum molle","Accepted",FALSE,"R.Br. ex G.Don","Combretum","Combretaceae","wfo-0000616553"
"Combretum mossambicense",14045,"Combretum","mossambicense","Combretaceae","shrub/tree","broadleaved","deciduous",NA,2,3,"BDT","Combretum mossambicense","Combretum mossambicense","Accepted",FALSE,"(Klotzsch) Engl.","Combretum","Combretaceae","wfo-0000616560"
"Combretum nigricans",14047,"Combretum","nigricans","Combretaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Combretum nigricans","Combretum nigricans","Accepted",FALSE,"Lepr. ex Guill. & Perr.","Combretum","Combretaceae","wfo-0000616580"
"Combretum schumannii",14058,"Combretum","schumannii","Combretaceae","shrub/tree","broadleaved","deciduous",NA,3,3,"BDT","Combretum schumannii","Combretum schumannii","Accepted",FALSE,"Engl.","Combretum","Combretaceae","wfo-0000616761"
"Commiphora africana",14102,"Commiphora","africana","Burseraceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Commiphora africana","Commiphora africana","Accepted",FALSE,"(A.Rich.) Engl.","Commiphora","Burseraceae","wfo-0001328094"
"Commiphora campestris",14108,"Commiphora","campestris","Burseraceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Commiphora campestris","Commiphora campestris","Accepted",FALSE,"Engl.","Commiphora","Burseraceae","wfo-0000617207"
"Commiphora confusa",14110,"Commiphora","confusa","Burseraceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Commiphora confusa","Commiphora confusa","Accepted",FALSE,"Vollesen","Commiphora","Burseraceae","wfo-0000617228"
"Commiphora edulis",14111,"Commiphora","edulis","Burseraceae","shrub/tree","broadleaved","deciduous","C3",4,4,"BDT","Commiphora edulis","Commiphora edulis","Accepted",FALSE,"(Klotzsch) Engl.","Commiphora","Burseraceae","wfo-0000617251"
"Commiphora engleri",14112,"Commiphora","engleri","Burseraceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Commiphora engleri","Commiphora engleri","Accepted",FALSE,"Guillaumin","Commiphora","Burseraceae","wfo-0000617260"
"Commiphora glandulosa",66806,"Commiphora","glandulosa","Burseraceae","tree","broadleaved","deciduous",NA,1,3,"BDT","Commiphora glandulosa","Commiphora glandulosa","Accepted",FALSE,"Schinz","Commiphora","Burseraceae","wfo-0000617285"
"Commiphora mollis",14124,"Commiphora","mollis","Burseraceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Commiphora mollis","Commiphora mollis","Accepted",FALSE,"(Oliv.) Engl.","Commiphora","Burseraceae","wfo-0000617363"
"Commiphora mossambicensis",14126,"Commiphora","mossambicensis","Burseraceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Commiphora mossambicensis","Commiphora mossambicensis","Accepted",FALSE,"(Oliv.) Engl.","Commiphora","Burseraceae","wfo-0000617373"
"Commiphora neglecta",14127,"Commiphora","neglecta","Burseraceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Commiphora neglecta","Commiphora neglecta","Accepted",FALSE,"I.Verd.","Commiphora","Burseraceae","wfo-0000617384"
"Commiphora pteleifolia",14129,"Commiphora","pteleifolia","Burseraceae","shrub/tree","broadleaved","deciduous","C3",3,4,"BDT","Commiphora pteleifolia","Commiphora pteleifolia","Accepted",FALSE,"Engl.","Commiphora","Burseraceae","wfo-0000617419"
"Commiphora tenuipetiolata",14139,"Commiphora","tenuipetiolata","Burseraceae","shrub/tree","broadleaved","deciduous","C3",4,4,"BDT","Commiphora tenuipetiolata","Commiphora tenuipetiolata","Accepted",FALSE,"Engl.","Commiphora","Burseraceae","wfo-0000617502"
"Commiphora ugogensis",14140,"Commiphora","ugogensis","Burseraceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Commiphora ugogensis","Commiphora ugogensis","Accepted",FALSE,"Engl.","Commiphora","Burseraceae","wfo-0000617517"
"Commiphora unilobata",14141,"Commiphora","unilobata","Burseraceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Commiphora unilobata","Commiphora unilobata","Accepted",FALSE,"J.B.Gillett & Vollesen","Commiphora","Burseraceae","wfo-0000617519"
"Commiphora zanzibarica",14142,"Commiphora","zanzibarica","Burseraceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Commiphora zanzibarica","Commiphora zanzibarica","Accepted",FALSE,"(Baill.) Engl.","Commiphora","Burseraceae","wfo-0000617528"
"Cordia africana",14395,"Cordia","africana","Boraginaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Cordia africana","Cordia africana","Accepted",FALSE,"Lam.","Cordia","Boraginaceae","wfo-0000620224"
"Cordia sinensis",14456,"Cordia","sinensis","Boraginaceae","shrub/tree","broadleaved","deciduous",NA,2,3,"BDT","Cordia sinensis","Cordia sinensis","Accepted",FALSE,"Lam.","Cordia","Boraginaceae","wfo-0000620977"
"Crossopteryx febrifuga",15253,"Crossopteryx","febrifuga","Rubiaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Crossopteryx febrifuga","Crossopteryx febrifuga","Accepted",FALSE,"(Afzel. ex G.Don) Benth.","Crossopteryx","Rubiaceae","wfo-0000927185"
"Croton sylvaticus",15591,"Croton","sylvaticus","Euphorbiaceae","shrub/tree","broadleaved","deciduous",NA,2,3,"BDT","Croton sylvaticus","Croton sylvaticus","Accepted",FALSE,"Hochst.","Croton","Euphorbiaceae","wfo-0000932507"
"Cussonia arborea",15988,"Cussonia","arborea","Araliaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Cussonia arborea","Cussonia arborea","Accepted",FALSE,"Hochst. ex A.Rich.","Cussonia","Araliaceae","wfo-0000933615"
"Dalbergia armata",16754,"Dalbergia","armata","Fabaceae","shrub/tree","broadleaved","deciduous","C3",3,4,"BDT","Dalbergia armata","Dalbergia armata","Accepted",FALSE,"E.Mey.","Dalbergia","Fabaceae","wfo-0000197953"
"Dalbergia baronii",16756,"Dalbergia","baronii","Fabaceae","tree","broadleaved","deciduous","C3",2,4,"BDT","Dalbergia baronii","Dalbergia baronii","Accepted",FALSE,"Baker","Dalbergia","Fabaceae","wfo-0000197986"
"Dalbergia melanixilum",58386,"Dalbergia","melanixilum","Fabaceae","tree","broadleaved","deciduous","C3",2,4,"BDT","Dalbergia melanixilum","Dalbergia","Accepted",FALSE,"L.f.","Dalbergia","Fabaceae","wfo-4000010678"
"Dalbergia melanoxylon",16787,"Dalbergia","melanoxylon","Fabaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Dalbergia melanoxylon","Dalbergia melanoxylon","Accepted",FALSE,"Guill. & Perr.","Dalbergia","Fabaceae","wfo-0000172325"
"Dalbergia nitidula",16792,"Dalbergia","nitidula","Fabaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Dalbergia nitidula","Dalbergia nitidula","Accepted",FALSE,"Welw. ex Baker","Dalbergia","Fabaceae","wfo-0000172371"
"Daniellia klainei",16876,"Daniellia","klainei","Fabaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Daniellia klainei","Daniellia klainei","Accepted",FALSE,"Pierre ex A.Chev.","Daniellia","Fabaceae","wfo-0000166205"
"Delonix elata",17138,"Delonix","elata","Fabaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Delonix elata","Delonix elata","Accepted",FALSE,"(L.) Gamble","Delonix","Fabaceae","wfo-0000166378"
"Desplatsia dewevrei",17503,"Desplatsia","dewevrei","Tiliaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Desplatsia dewevrei","Desplatsia dewevrei","Accepted",FALSE,"(De Wild. & T.Durand) Burret","Desplatsia","Malvaceae","wfo-0000642454"
"Detarium microcarpum",17505,"Detarium","microcarpum","Fabaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Detarium microcarpum","Detarium microcarpum","Accepted",FALSE,"Guill. & Perr.","Detarium","Fabaceae","wfo-0000166421"
"Dialium dinklagei",17538,"Dialium","dinklagei","Fabaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Dialium dinklagei","Dialium dinklagei","Accepted",FALSE,"Harms","Dialium","Fabaceae","wfo-0000166552"
"Dialium excelsum",17540,"Dialium","excelsum","Fabaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Dialium excelsum","Dialium excelsum","Accepted",FALSE,"Louis ex Steyaert","Dialium","Fabaceae","wfo-0000166629"
"Dichrostachys cinerea",17743,"Dichrostachys","cinerea","Fabaceae","shrub/tree","broadleaved","deciduous","C3",4,4,"BDT","Dichrostachys cinerea","Dichrostachys cinerea","Accepted",FALSE,"(L.) Wight & Arn.","Dichrostachys","Fabaceae","wfo-0000176871"
"Diospyros alboflavescens",18417,"Diospyros","alboflavescens","Ebenaceae","tree","broadleaved","deciduous",NA,2,3,"BDT","Diospyros alboflavescens","Diospyros alboflavescens","Accepted",FALSE,"(Gürke) F.White","Diospyros","Ebenaceae","wfo-0000648477"
"Diplorhynchus condylocarpon",18695,"Diplorhynchus","condylocarpon","Apocynaceae","shrub/tree","broadleaved","deciduous",NA,3,3,"BDT","Diplorhynchus condylocarpon","Diplorhynchus condylocarpon","Accepted",FALSE,"(Müll.Arg.) Pichon","Diplorhynchus","Apocynaceae","wfo-0000944083"
"Dombeya rotundifolia",19120,"Dombeya","rotundifolia","Sterculiaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Dombeya rotundifolia","Dombeya rotundifolia","Accepted",FALSE,"(Hochst.) Planch.","Dombeya","Malvaceae","wfo-0000653948"
"Ehretia bakeri",19852,"Ehretia","bakeri","Boraginaceae","tree","broadleaved","deciduous",NA,2,3,"BDT","Ehretia bakeri","Ehretia bakeri","Accepted",FALSE,"Baker","Ehretia","Boraginaceae","wfo-0000663348"
"Ehretia rigida",19858,"Ehretia","rigida","Boraginaceae","shrub/tree","broadleaved","deciduous",NA,3,3,"BDT","Ehretia rigida","Ehretia rigida","Accepted",FALSE,"Druce","Ehretia","Boraginaceae","wfo-0000663524"
"Elaeodendron transvaalense",20008,"Elaeodendron","transvaalense","Celastraceae","tree","broadleaved","deciduous",NA,2,3,"BDT","Elaeodendron transvaalense","Elaeodendron transvaalense","Accepted",FALSE,"(Burtt Davy) R.H.Archer","Elaeodendron","Celastraceae","wfo-0000665029"
"Englerodendron usambarense",20605,"Englerodendron","usambarense","Fabaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Englerodendron usambarense","Englerodendron usambarense","Accepted",FALSE,"Harms","Englerodendron","Fabaceae","wfo-0000167132"
"Entada abyssinica",20649,"Entada","abyssinica","Fabaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Entada abyssinica","Entada abyssinica","Accepted",FALSE,"Steud. ex A.Rich.","Entada","Fabaceae","wfo-0000205748"
"Entandrophragma angolense",20669,"Entandrophragma","angolense","Meliaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Entandrophragma angolense","Entandrophragma angolense","Accepted",FALSE,"C.DC.","Entandrophragma","Meliaceae","wfo-0000668205"
"Entandrophragma candollei",20671,"Entandrophragma","candollei","Meliaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Entandrophragma candollei","Entandrophragma candollei","Accepted",FALSE,"Harms","Entandrophragma","Meliaceae","wfo-0000668209"
"Entandrophragma caudatum",20672,"Entandrophragma","caudatum","Meliaceae","tree","broadleaved","deciduous","C3",3,4,"BDT","Entandrophragma caudatum","Entandrophragma caudatum","Accepted",FALSE,"Sprague","Entandrophragma","Meliaceae","wfo-0000668211"
"Entandrophragma cylindricum",20674,"Entandrophragma","cylindricum","Meliaceae","shrub/tree","broadleaved","deciduous",NA,2,3,"BDT","Entandrophragma cylindricum","Entandrophragma cylindricum","Accepted",FALSE,"Sprague","Entandrophragma","Meliaceae","wfo-0000668215"
"Entandrophragma excelsum",20677,"Entandrophragma","excelsum","Meliaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Entandrophragma excelsum","Entandrophragma excelsum","Accepted",FALSE,"Sprague","Entandrophragma","Meliaceae","wfo-0000668220"
"Entandrophragma utile",20680,"Entandrophragma","utile","Meliaceae","shrub/tree","broadleaved","deciduous",NA,2,3,"BDT","Entandrophragma utile","Entandrophragma utile","Accepted",FALSE,"Sprague","Entandrophragma","Meliaceae","wfo-0000668244"
"Erythrina livingstoniana",22078,"Erythrina","livingstoniana","Fabaceae","tree","broadleaved","deciduous","C3",4,4,"BDT","Erythrina livingstoniana","Erythrina livingstoniana","Accepted",FALSE,"Baker","Erythrina","Fabaceae","wfo-0000180908"
